home_team,away_team,home_score,away_score,home_odds,away_odds,date,stadium,attendance,season,league,pitcher_home,pitcher_away,weather,runs,hits,errors
New York Yankees,Anaheim Angels,4,5,1.95,1.95,2000-08-20,Yankee Stadium I,,2000,MLB,,,,9,15,1
Cincinnati Reds,Pittsburgh Pirates,3,7,1.95,1.95,2000-08-20,Cinergy Field,,2000,MLB,,,,10,17,0
Baltimore Orioles,Kansas City Royals,2,1,1.95,1.95,2000-08-20,Oriole Park at Camden Yards,,2000,MLB,,,,3,15,1
Chicago White Sox,Tampa Bay Devil Rays,11,12,1.95,1.95,2000-08-20,Comiskey Park,,2000,MLB,,,,23,30,1
St. Louis Cardinals,Philadelphia Phillies,0,6,1.95,1.95,2000-08-20,Busch Stadium I,,2000,MLB,,,,6,15,3
Colorado Rockies,Florida Marlins,13,4,1.95,1.95,2000-08-20,Coors Field,,2000,MLB,,,,17,22,1
Houston Astros,Milwaukee Brewers,5,6,1.95,1.95,2000-08-20,Enron Field,,2000,MLB,,,,11,21,1
San Francisco Giants,Atlanta Braves,5,8,1.95,1.95,2000-08-20,PacBell Park,,2000,MLB,,,,13,19,2
Los Angeles Dodgers,New York Mets,6,9,1.95,1.95,2000-08-20,Dodger Stadium,,2000,MLB,,,,15,21,4
Arizona Diamondbacks,Chicago Cubs,5,4,1.95,1.95,2000-08-20,Bank One Ballpark,,2000,MLB,,,,9,14,0
San Diego Padres,Montreal Expos,5,4,1.95,1.95,2000-08-20,Qualcomm Stadium,,2000,MLB,,,,9,17,2
Boston Red Sox,Texas Rangers,2,6,1.95,1.95,2000-08-21,Fenway Park,,2000,MLB,,,,8,18,0
New York Yankees,Texas Rangers,12,3,1.95,1.95,2000-08-21,Yankee Stadium I,,2000,MLB,,,,15,21,3
Boston Red Sox,Anaheim Angels,7,6,1.95,1.95,2000-08-21,Fenway Park,,2000,MLB,,,,13,16,0
Detroit Tigers,Oakland Athletics,3,1,1.95,1.95,2000-08-21,Comerica Park,,2000,MLB,,,,4,13,1
Baltimore Orioles,Kansas City Royals,2,1,1.95,1.95,2000-08-21,Oriole Park at Camden Yards,,2000,MLB,,,,3,15,2
Cincinnati Reds,Philadelphia Phillies,7,4,1.95,1.95,2000-08-21,Cinergy Field,,2000,MLB,,,,11,24,3
Houston Astros,Chicago Cubs,5,4,1.95,1.95,2000-08-22,Enron Field,,2000,MLB,,,,9,14,0
Chicago White Sox,Tampa Bay Devil Rays,4,11,1.95,1.95,2000-08-22,Comiskey Park,,2000,MLB,,,,15,18,1
St. Louis Cardinals,Pittsburgh Pirates,7,4,1.95,1.95,2000-08-22,Busch Stadium I,,2000,MLB,,,,11,14,2
Colorado Rockies,Atlanta Braves,4,7,1.95,1.95,2000-08-22,Coors Field,,2000,MLB,,,,11,23,2
San Diego Padres,New York Mets,5,4,1.95,1.95,2000-08-22,Qualcomm Stadium,,2000,MLB,,,,9,18,3
Arizona Diamondbacks,Milwaukee Brewers,8,16,1.95,1.95,2000-08-22,Bank One Ballpark,,2000,MLB,,,,24,32,1
Los Angeles Dodgers,Montreal Expos,1,4,1.95,1.95,2000-08-22,Dodger Stadium,,2000,MLB,,,,5,17,0
San Francisco Giants,Florida Marlins,6,0,1.95,1.95,2000-08-22,PacBell Park,,2000,MLB,,,,6,16,0
San Diego Padres,New York Mets,16,1,1.95,1.95,2000-08-22,Qualcomm Stadium,,2000,MLB,,,,17,19,1
Boston Red Sox,Anaheim Angels,4,11,1.95,1.95,2000-08-22,Fenway Park,,2000,MLB,,,,15,23,0
Cleveland Indians,Oakland Athletics,14,6,1.95,1.95,2000-08-22,Jacobs Field,,2000,MLB,,,,20,28,2
Detroit Tigers,Seattle Mariners,4,8,1.95,1.95,2000-08-22,Comerica Park,,2000,MLB,,,,12,16,1
Toronto Blue Jays,Kansas City Royals,7,5,1.95,1.95,2000-08-22,SkyDome,,2000,MLB,,,,12,21,4
New York Yankees,Texas Rangers,4,5,1.95,1.95,2000-08-22,Yankee Stadium I,,2000,MLB,,,,9,14,2
Cincinnati Reds,Philadelphia Phillies,4,5,1.95,1.95,2000-08-22,Cinergy Field,,2000,MLB,,,,9,15,2
Houston Astros,Chicago Cubs,10,7,1.95,1.95,2000-08-23,Enron Field,,2000,MLB,,,,17,17,1
Minnesota Twins,Tampa Bay Devil Rays,2,3,1.95,1.95,2000-08-23,Hubert H. Humphrey Metrodome,,2000,MLB,,,,5,10,1
St. Louis Cardinals,Pittsburgh Pirates,2,6,1.95,1.95,2000-08-23,Busch Stadium I,,2000,MLB,,,,8,21,1
Colorado Rockies,Atlanta Braves,7,6,1.95,1.95,2000-08-23,Coors Field,,2000,MLB,,,,13,30,1
Arizona Diamondbacks,Milwaukee Brewers,3,4,1.95,1.95,2000-08-23,Bank One Ballpark,,2000,MLB,,,,7,16,0
Los Angeles Dodgers,Montreal Expos,14,6,1.95,1.95,2000-08-23,Dodger Stadium,,2000,MLB,,,,20,29,1
San Francisco Giants,Florida Marlins,5,7,1.95,1.95,2000-08-23,PacBell Park,,2000,MLB,,,,12,21,0
Colorado Rockies,Atlanta Braves,2,5,1.95,1.95,2000-08-23,Coors Field,,2000,MLB,,,,7,18,0
San Francisco Giants,Florida Marlins,5,0,1.95,1.95,2000-08-23,PacBell Park,,2000,MLB,,,,5,11,0
Boston Red Sox,Anaheim Angels,3,1,1.95,1.95,2000-08-23,Fenway Park,,2000,MLB,,,,4,13,3
Cleveland Indians,Oakland Athletics,7,5,1.95,1.95,2000-08-23,Jacobs Field,,2000,MLB,,,,12,22,0
Detroit Tigers,Seattle Mariners,6,5,1.95,1.95,2000-08-23,Comerica Park,,2000,MLB,,,,11,22,1
Toronto Blue Jays,Kansas City Royals,9,8,1.95,1.95,2000-08-23,SkyDome,,2000,MLB,,,,17,24,1
New York Yankees,Texas Rangers,10,9,1.95,1.95,2000-08-23,Yankee Stadium I,,2000,MLB,,,,19,28,2
Cincinnati Reds,Philadelphia Phillies,3,4,1.95,1.95,2000-08-23,Cinergy Field,,2000,MLB,,,,7,12,1
Houston Astros,Chicago Cubs,5,15,1.95,1.95,2000-08-24,Enron Field,,2000,MLB,,,,20,23,5
Minnesota Twins,Tampa Bay Devil Rays,8,2,1.95,1.95,2000-08-24,Hubert H. Humphrey Metrodome,,2000,MLB,,,,10,18,0
Chicago White Sox,Baltimore Orioles,8,4,1.95,1.95,2000-08-24,Comiskey Park,,2000,MLB,,,,12,15,3
St. Louis Cardinals,Pittsburgh Pirates,5,2,1.95,1.95,2000-08-24,Busch Stadium I,,2000,MLB,,,,7,18,0
Los Angeles Dodgers,Montreal Expos,5,1,1.95,1.95,2000-08-24,Dodger Stadium,,2000,MLB,,,,6,10,1
San Diego Padres,New York Mets,1,4,1.95,1.95,2000-08-24,Qualcomm Stadium,,2000,MLB,,,,5,10,1
Arizona Diamondbacks,Milwaukee Brewers,5,8,1.95,1.95,2000-08-24,Bank One Ballpark,,2000,MLB,,,,13,20,1
New York Yankees,Texas Rangers,8,7,1.95,1.95,2000-08-24,Yankee Stadium I,,2000,MLB,,,,15,23,3
Cincinnati Reds,Philadelphia Phillies,8,3,1.95,1.95,2000-08-24,Cinergy Field,,2000,MLB,,,,11,22,1
Detroit Tigers,Seattle Mariners,10,3,1.95,1.95,2000-08-24,Comerica Park,,2000,MLB,,,,13,20,3
Chicago White Sox,Baltimore Orioles,5,8,1.95,1.95,2000-08-24,Comiskey Park,,2000,MLB,,,,13,19,3
Los Angeles Dodgers,Montreal Expos,7,0,1.95,1.95,2000-08-24,Dodger Stadium,,2000,MLB,,,,7,16,2
Cleveland Indians,Oakland Athletics,7,11,1.95,1.95,2000-08-24,Jacobs Field,,2000,MLB,,,,18,23,4
Atlanta Braves,St. Louis Cardinals,5,12,1.95,1.95,2000-08-24,Turner Field,,2000,MLB,,,,17,22,7
Kansas City Royals,Boston Red Sox,7,9,1.95,1.95,2000-08-25,Kauffman Stadium,,2000,MLB,,,,16,23,1
Chicago Cubs,Los Angeles Dodgers,3,5,1.95,1.95,2000-08-25,Wrigley Field,,2000,MLB,,,,8,23,0
Chicago Cubs,Los Angeles Dodgers,1,3,1.95,1.95,2000-08-25,Wrigley Field,,2000,MLB,,,,4,14,1
Montreal Expos,Houston Astros,1,3,1.95,1.95,2000-08-25,Olympic Stadium,,2000,MLB,,,,4,15,3
Pittsburgh Pirates,Colorado Rockies,3,6,1.95,1.95,2000-08-25,Three Rivers Stadium,,2000,MLB,,,,9,22,1
Florida Marlins,Cincinnati Reds,0,6,1.95,1.95,2000-08-25,Pro Player Stadium,,2000,MLB,,,,6,21,1
New York Mets,Arizona Diamondbacks,13,3,1.95,1.95,2000-08-25,Shea Stadium,,2000,MLB,,,,16,22,3
Baltimore Orioles,Tampa Bay Devil Rays,4,3,1.95,1.95,2000-08-25,Oriole Park at Camden Yards,,2000,MLB,,,,7,17,1
Philadelphia Phillies,San Francisco Giants,3,16,1.95,1.95,2000-08-25,Veterans Stadium,,2000,MLB,,,,19,32,0
Atlanta Braves,St. Louis Cardinals,7,4,1.95,1.95,2000-08-25,Turner Field,,2000,MLB,,,,11,17,2
Kansas City Royals,Boston Red Sox,6,2,1.95,1.95,2000-08-26,Kauffman Stadium,,2000,MLB,,,,8,18,1
Texas Rangers,Toronto Blue Jays,1,0,1.95,1.95,2000-08-26,The Ballpark at Arlington,,2000,MLB,,,,1,18,2
Minnesota Twins,Detroit Tigers,8,3,1.95,1.95,2000-08-26,Hubert H. Humphrey Metrodome,,2000,MLB,,,,11,17,1
Milwaukee Brewers,San Diego Padres,0,4,1.95,1.95,2000-08-26,Milwaukee County Stadium,,2000,MLB,,,,4,18,0
Oakland Athletics,New York Yankees,8,1,1.95,1.95,2000-08-26,Network Associates Coliseum,,2000,MLB,,,,9,13,1
Anaheim Angels,Cleveland Indians,4,1,1.95,1.95,2000-08-26,Edison International Field,,2000,MLB,,,,5,13,0
Seattle Mariners,Chicago White Sox,1,4,1.95,1.95,2000-08-26,Safeco Field,,2000,MLB,,,,5,14,0
Chicago Cubs,Los Angeles Dodgers,6,4,1.95,1.95,2000-08-26,Wrigley Field,,2000,MLB,,,,10,17,2
Pittsburgh Pirates,Colorado Rockies,4,11,1.95,1.95,2000-08-26,Three Rivers Stadium,,2000,MLB,,,,15,29,1
Baltimore Orioles,Tampa Bay Devil Rays,1,4,1.95,1.95,2000-08-26,Oriole Park at Camden Yards,,2000,MLB,,,,5,14,2
Baltimore Orioles,Tampa Bay Devil Rays,2,0,1.95,1.95,2000-08-26,Oriole Park at Camden Yards,,2000,MLB,,,,2,11,2
Philadelphia Phillies,San Francisco Giants,5,2,1.95,1.95,2000-08-26,Veterans Stadium,,2000,MLB,,,,7,19,0
Oakland Athletics,New York Yankees,6,10,1.95,1.95,2000-08-26,Network Associates Coliseum,,2000,MLB,,,,16,24,0
Montreal Expos,Houston Astros,5,4,1.95,1.95,2000-08-26,Olympic Stadium,,2000,MLB,,,,9,19,0
Minnesota Twins,Detroit Tigers,2,8,1.95,1.95,2000-08-26,Hubert H. Humphrey Metrodome,,2000,MLB,,,,10,16,2
Florida Marlins,Cincinnati Reds,2,3,1.95,1.95,2000-08-26,Pro Player Stadium,,2000,MLB,,,,5,14,3
New York Mets,Arizona Diamondbacks,1,5,1.95,1.95,2000-08-26,Shea Stadium,,2000,MLB,,,,6,16,0
Atlanta Braves,St. Louis Cardinals,3,6,1.95,1.95,2000-08-26,Turner Field,,2000,MLB,,,,9,20,4
Texas Rangers,Toronto Blue Jays,3,9,1.95,1.95,2000-08-27,The Ballpark at Arlington,,2000,MLB,,,,12,23,2
Milwaukee Brewers,San Diego Padres,6,5,1.95,1.95,2000-08-27,Milwaukee County Stadium,,2000,MLB,,,,11,22,5
Kansas City Royals,Boston Red Sox,3,5,1.95,1.95,2000-08-27,Kauffman Stadium,,2000,MLB,,,,8,23,0
Seattle Mariners,Chicago White Sox,11,5,1.95,1.95,2000-08-27,Safeco Field,,2000,MLB,,,,16,20,1
Anaheim Angels,Cleveland Indians,5,9,1.95,1.95,2000-08-27,Edison International Field,,2000,MLB,,,,14,21,2
New York Mets,Arizona Diamondbacks,2,1,1.95,1.95,2000-08-27,Shea Stadium,,2000,MLB,,,,3,7,1
Atlanta Braves,St. Louis Cardinals,2,7,1.95,1.95,2000-08-27,Turner Field,,2000,MLB,,,,9,17,1
Montreal Expos,Houston Astros,3,7,1.95,1.95,2000-08-27,Olympic Stadium,,2000,MLB,,,,10,16,0
Pittsburgh Pirates,Colorado Rockies,2,9,1.95,1.95,2000-08-27,Three Rivers Stadium,,2000,MLB,,,,11,20,3
Baltimore Orioles,Tampa Bay Devil Rays,3,2,1.95,1.95,2000-08-27,Oriole Park at Camden Yards,,2000,MLB,,,,5,20,2
Philadelphia Phillies,San Francisco Giants,2,1,1.95,1.95,2000-08-27,Veterans Stadium,,2000,MLB,,,,3,10,0
Kansas City Royals,Boston Red Sox,11,7,1.95,1.95,2000-08-27,Kauffman Stadium,,2000,MLB,,,,18,21,5
Minnesota Twins,Detroit Tigers,7,6,1.95,1.95,2000-08-27,Hubert H. Humphrey Metrodome,,2000,MLB,,,,13,20,0
Milwaukee Brewers,San Diego Padres,1,2,1.95,1.95,2000-08-27,Milwaukee County Stadium,,2000,MLB,,,,3,15,1
Chicago Cubs,Los Angeles Dodgers,6,7,1.95,1.95,2000-08-27,Wrigley Field,,2000,MLB,,,,13,22,2
Florida Marlins,Cincinnati Reds,7,6,1.95,1.95,2000-08-27,Pro Player Stadium,,2000,MLB,,,,13,23,2
Oakland Athletics,New York Yankees,5,7,1.95,1.95,2000-08-27,Network Associates Coliseum,,2000,MLB,,,,12,16,4
Seattle Mariners,Chicago White Sox,1,2,1.95,1.95,2000-08-27,Safeco Field,,2000,MLB,,,,3,10,1
Anaheim Angels,Cleveland Indians,10,9,1.95,1.95,2000-08-28,Edison International Field,,2000,MLB,,,,19,30,1
Texas Rangers,Toronto Blue Jays,4,6,1.95,1.95,2000-08-28,The Ballpark at Arlington,,2000,MLB,,,,10,22,0
Montreal Expos,Arizona Diamondbacks,9,5,1.95,1.95,2000-08-28,Olympic Stadium,,2000,MLB,,,,14,23,1
Pittsburgh Pirates,San Francisco Giants,4,5,1.95,1.95,2000-08-28,Three Rivers Stadium,,2000,MLB,,,,9,14,4
Florida Marlins,St. Louis Cardinals,2,5,1.95,1.95,2000-08-28,Pro Player Stadium,,2000,MLB,,,,7,17,1
New York Mets,Houston Astros,4,2,1.95,1.95,2000-08-28,Shea Stadium,,2000,MLB,,,,6,14,1
Tampa Bay Devil Rays,Boston Red Sox,5,2,1.95,1.95,2000-08-28,Tropicana Field,,2000,MLB,,,,7,17,0
Philadelphia Phillies,Colorado Rockies,3,2,1.95,1.95,2000-08-28,Veterans Stadium,,2000,MLB,,,,5,16,0
Atlanta Braves,Cincinnati Reds,3,6,1.95,1.95,2000-08-28,Turner Field,,2000,MLB,,,,9,16,2
Chicago Cubs,San Diego Padres,2,8,1.95,1.95,2000-08-29,Wrigley Field,,2000,MLB,,,,10,14,1
Texas Rangers,Cleveland Indians,2,5,1.95,1.95,2000-08-29,The Ballpark at Arlington,,2000,MLB,,,,7,17,2
Milwaukee Brewers,Los Angeles Dodgers,3,5,1.95,1.95,2000-08-29,Milwaukee County Stadium,,2000,MLB,,,,8,17,1
Anaheim Angels,Toronto Blue Jays,2,4,1.95,1.95,2000-08-29,Edison International Field,,2000,MLB,,,,6,12,3
Oakland Athletics,Chicago White Sox,3,0,1.95,1.95,2000-08-29,Network Associates Coliseum,,2000,MLB,,,,3,7,1
Seattle Mariners,New York Yankees,1,9,1.95,1.95,2000-08-29,Safeco Field,,2000,MLB,,,,10,15,0
Montreal Expos,Arizona Diamondbacks,7,8,1.95,1.95,2000-08-29,Olympic Stadium,,2000,MLB,,,,15,20,0
Pittsburgh Pirates,San Francisco Giants,8,0,1.95,1.95,2000-08-29,Three Rivers Stadium,,2000,MLB,,,,8,11,0
Florida Marlins,St. Louis Cardinals,3,1,1.95,1.95,2000-08-29,Pro Player Stadium,,2000,MLB,,,,4,11,0
New York Mets,Houston Astros,1,11,1.95,1.95,2000-08-29,Shea Stadium,,2000,MLB,,,,12,21,3
Tampa Bay Devil Rays,Boston Red Sox,0,8,1.95,1.95,2000-08-29,Tropicana Field,,2000,MLB,,,,8,13,0
Baltimore Orioles,Detroit Tigers,2,12,1.95,1.95,2000-08-29,Oriole Park at Camden Yards,,2000,MLB,,,,14,23,0
Philadelphia Phillies,Colorado Rockies,1,2,1.95,1.95,2000-08-29,Veterans Stadium,,2000,MLB,,,,3,12,0
Atlanta Braves,Cincinnati Reds,2,4,1.95,1.95,2000-08-29,Turner Field,,2000,MLB,,,,6,20,1
Chicago Cubs,San Diego Padres,7,6,1.95,1.95,2000-08-30,Wrigley Field,,2000,MLB,,,,13,20,1
Texas Rangers,Cleveland Indians,1,12,1.95,1.95,2000-08-30,The Ballpark at Arlington,,2000,MLB,,,,13,20,3
Kansas City Royals,Minnesota Twins,7,3,1.95,1.95,2000-08-30,Kauffman Stadium,,2000,MLB,,,,10,15,1
Milwaukee Brewers,Los Angeles Dodgers,2,7,1.95,1.95,2000-08-30,Milwaukee County Stadium,,2000,MLB,,,,9,9,3
Anaheim Angels,Toronto Blue Jays,9,4,1.95,1.95,2000-08-30,Edison International Field,,2000,MLB,,,,13,23,0
Oakland Athletics,Chicago White Sox,0,3,1.95,1.95,2000-08-30,Network Associates Coliseum,,2000,MLB,,,,3,12,0
Seattle Mariners,New York Yankees,5,3,1.95,1.95,2000-08-30,Safeco Field,,2000,MLB,,,,8,16,0
Kansas City Royals,Minnesota Twins,8,7,1.95,1.95,2000-08-30,Kauffman Stadium,,2000,MLB,,,,15,31,0
Chicago Cubs,San Diego Padres,5,1,1.95,1.95,2000-08-30,Wrigley Field,,2000,MLB,,,,6,14,0
Oakland Athletics,Chicago White Sox,3,8,1.95,1.95,2000-08-30,Network Associates Coliseum,,2000,MLB,,,,11,20,1
Montreal Expos,Arizona Diamondbacks,0,7,1.95,1.95,2000-08-30,Olympic Stadium,,2000,MLB,,,,7,15,1
Pittsburgh Pirates,San Francisco Giants,0,2,1.95,1.95,2000-08-30,Three Rivers Stadium,,2000,MLB,,,,2,9,1
Atlanta Braves,Cincinnati Reds,5,2,1.95,1.95,2000-08-30,Turner Field,,2000,MLB,,,,7,17,2
Florida Marlins,St. Louis Cardinals,2,4,1.95,1.95,2000-08-30,Pro Player Stadium,,2000,MLB,,,,6,15,0
New York Mets,Houston Astros,1,0,1.95,1.95,2000-08-30,Shea Stadium,,2000,MLB,,,,1,12,0
Tampa Bay Devil Rays,Boston Red Sox,3,1,1.95,1.95,2000-08-30,Tropicana Field,,2000,MLB,,,,4,15,0
Baltimore Orioles,Detroit Tigers,5,1,1.95,1.95,2000-08-30,Oriole Park at Camden Yards,,2000,MLB,,,,6,13,0
Philadelphia Phillies,Colorado Rockies,4,5,1.95,1.95,2000-08-30,Veterans Stadium,,2000,MLB,,,,9,17,2
Texas Rangers,Cleveland Indians,3,5,1.95,1.95,2000-08-31,The Ballpark at Arlington,,2000,MLB,,,,8,20,2
Milwaukee Brewers,Los Angeles Dodgers,3,2,1.95,1.95,2000-08-31,Milwaukee County Stadium,,2000,MLB,,,,5,12,1
Anaheim Angels,Toronto Blue Jays,2,11,1.95,1.95,2000-08-31,Edison International Field,,2000,MLB,,,,13,28,0
Seattle Mariners,New York Yankees,4,5,1.95,1.95,2000-08-31,Safeco Field,,2000,MLB,,,,9,18,2
Pittsburgh Pirates,San Francisco Giants,2,10,1.95,1.95,2000-08-31,Three Rivers Stadium,,2000,MLB,,,,12,23,1
Milwaukee Brewers,Los Angeles Dodgers,8,2,1.95,1.95,2000-08-31,Milwaukee County Stadium,,2000,MLB,,,,10,22,2
Chicago Cubs,San Diego Padres,5,11,1.95,1.95,2000-08-31,Wrigley Field,,2000,MLB,,,,16,24,0
Tampa Bay Devil Rays,Kansas City Royals,2,1,1.95,1.95,2000-08-31,Tropicana Field,,2000,MLB,,,,3,13,1
Baltimore Orioles,Detroit Tigers,1,6,1.95,1.95,2000-08-31,Oriole Park at Camden Yards,,2000,MLB,,,,7,16,2
Atlanta Braves,Cincinnati Reds,3,4,1.95,1.95,2000-08-31,Turner Field,,2000,MLB,,,,7,12,1
Texas Rangers,Cleveland Indians,14,7,1.95,1.95,2000-09-01,The Ballpark at Arlington,,2000,MLB,,,,21,35,1
Cleveland Indians,Baltimore Orioles,5,2,1.95,1.95,2000-09-01,Jacobs Field,,2000,MLB,,,,7,18,0
Cincinnati Reds,Montreal Expos,8,2,1.95,1.95,2000-09-01,Cinergy Field,,2000,MLB,,,,10,17,1
Boston Red Sox,Seattle Mariners,6,2,1.95,1.95,2000-09-01,Fenway Park,,2000,MLB,,,,8,20,0
Detroit Tigers,Texas Rangers,7,5,1.95,1.95,2000-09-01,Comerica Park,,2000,MLB,,,,12,21,0
Toronto Blue Jays,Oakland Athletics,4,3,1.95,1.95,2000-09-01,SkyDome,,2000,MLB,,,,7,24,1
New York Yankees,Minnesota Twins,4,2,1.95,1.95,2000-09-01,Yankee Stadium I,,2000,MLB,,,,6,16,2
Tampa Bay Devil Rays,Kansas City Royals,5,9,1.95,1.95,2000-09-01,Tropicana Field,,2000,MLB,,,,14,23,3
Houston Astros,Atlanta Braves,3,2,1.95,1.95,2000-09-02,Enron Field,,2000,MLB,,,,5,13,0
Chicago White Sox,Anaheim Angels,9,8,1.95,1.95,2000-09-02,Comiskey Park,,2000,MLB,,,,17,24,1
St. Louis Cardinals,New York Mets,6,5,1.95,1.95,2000-09-02,Busch Stadium I,,2000,MLB,,,,11,20,0
Colorado Rockies,Milwaukee Brewers,5,3,1.95,1.95,2000-09-02,Coors Field,,2000,MLB,,,,8,18,2
San Diego Padres,Pittsburgh Pirates,2,3,1.95,1.95,2000-09-02,Qualcomm Stadium,,2000,MLB,,,,5,16,4
Arizona Diamondbacks,Florida Marlins,7,8,1.95,1.95,2000-09-02,Bank One Ballpark,,2000,MLB,,,,15,28,1
Los Angeles Dodgers,Philadelphia Phillies,2,1,1.95,1.95,2000-09-02,Dodger Stadium,,2000,MLB,,,,3,11,1
San Francisco Giants,Chicago Cubs,7,2,1.95,1.95,2000-09-02,PacBell Park,,2000,MLB,,,,9,16,0
Cleveland Indians,Baltimore Orioles,6,8,1.95,1.95,2000-09-02,Jacobs Field,,2000,MLB,,,,14,22,2
Boston Red Sox,Seattle Mariners,1,4,1.95,1.95,2000-09-02,Fenway Park,,2000,MLB,,,,5,10,0
St. Louis Cardinals,New York Mets,2,1,1.95,1.95,2000-09-02,Busch Stadium I,,2000,MLB,,,,3,14,0
Colorado Rockies,Milwaukee Brewers,3,8,1.95,1.95,2000-09-02,Coors Field,,2000,MLB,,,,11,24,2
San Francisco Giants,Chicago Cubs,13,2,1.95,1.95,2000-09-02,PacBell Park,,2000,MLB,,,,15,18,0
Toronto Blue Jays,Oakland Athletics,0,8,1.95,1.95,2000-09-02,SkyDome,,2000,MLB,,,,8,14,0
Tampa Bay Devil Rays,Kansas City Royals,5,7,1.95,1.95,2000-09-02,Tropicana Field,,2000,MLB,,,,12,16,5
New York Yankees,Minnesota Twins,13,4,1.95,1.95,2000-09-02,Yankee Stadium I,,2000,MLB,,,,17,21,1
Detroit Tigers,Texas Rangers,5,3,1.95,1.95,2000-09-02,Comerica Park,,2000,MLB,,,,8,20,1
Cincinnati Reds,Montreal Expos,5,9,1.95,1.95,2000-09-02,Cinergy Field,,2000,MLB,,,,14,18,3
Chicago White Sox,Anaheim Angels,13,6,1.95,1.95,2000-09-02,Comiskey Park,,2000,MLB,,,,19,19,2
Houston Astros,Atlanta Braves,6,8,1.95,1.95,2000-09-03,Enron Field,,2000,MLB,,,,14,20,0
San Diego Padres,Pittsburgh Pirates,3,6,1.95,1.95,2000-09-03,Qualcomm Stadium,,2000,MLB,,,,9,16,0
Arizona Diamondbacks,Florida Marlins,1,10,1.95,1.95,2000-09-03,Bank One Ballpark,,2000,MLB,,,,11,26,2
Los Angeles Dodgers,Philadelphia Phillies,1,0,1.95,1.95,2000-09-03,Dodger Stadium,,2000,MLB,,,,1,12,2
Cleveland Indians,Baltimore Orioles,12,11,1.95,1.95,2000-09-03,Jacobs Field,,2000,MLB,,,,23,34,2
Detroit Tigers,Texas Rangers,1,4,1.95,1.95,2000-09-03,Comerica Park,,2000,MLB,,,,5,18,1
Toronto Blue Jays,Oakland Athletics,3,4,1.95,1.95,2000-09-03,SkyDome,,2000,MLB,,,,7,15,2
New York Yankees,Minnesota Twins,1,2,1.95,1.95,2000-09-03,Yankee Stadium I,,2000,MLB,,,,3,9,1
Cincinnati Reds,Montreal Expos,8,1,1.95,1.95,2000-09-03,Cinergy Field,,2000,MLB,,,,9,23,0
Tampa Bay Devil Rays,Kansas City Royals,2,8,1.95,1.95,2000-09-03,Tropicana Field,,2000,MLB,,,,10,16,0
Chicago White Sox,Anaheim Angels,13,12,1.95,1.95,2000-09-03,Comiskey Park,,2000,MLB,,,,25,26,1
St. Louis Cardinals,New York Mets,4,3,1.95,1.95,2000-09-03,Busch Stadium I,,2000,MLB,,,,7,12,0
Houston Astros,Atlanta Braves,9,3,1.95,1.95,2000-09-03,Enron Field,,2000,MLB,,,,12,26,1
Colorado Rockies,Milwaukee Brewers,4,6,1.95,1.95,2000-09-03,Coors Field,,2000,MLB,,,,10,21,2
San Diego Padres,Pittsburgh Pirates,6,8,1.95,1.95,2000-09-03,Qualcomm Stadium,,2000,MLB,,,,14,27,0
San Francisco Giants,Chicago Cubs,5,2,1.95,1.95,2000-09-03,PacBell Park,,2000,MLB,,,,7,18,1
Arizona Diamondbacks,Florida Marlins,10,5,1.95,1.95,2000-09-03,Bank One Ballpark,,2000,MLB,,,,15,29,2
Boston Red Sox,Seattle Mariners,0,5,1.95,1.95,2000-09-03,Fenway Park,,2000,MLB,,,,5,10,1
Los Angeles Dodgers,Philadelphia Phillies,6,1,1.95,1.95,2000-09-04,Dodger Stadium,,2000,MLB,,,,7,13,1
Boston Red Sox,Seattle Mariners,5,1,1.95,1.95,2000-09-04,Fenway Park,,2000,MLB,,,,6,14,1
Cleveland Indians,Tampa Bay Devil Rays,5,1,1.95,1.95,2000-09-04,Jacobs Field,,2000,MLB,,,,6,20,2
Toronto Blue Jays,Oakland Athletics,0,10,1.95,1.95,2000-09-04,SkyDome,,2000,MLB,,,,10,21,0
Cincinnati Reds,New York Mets,6,2,1.95,1.95,2000-09-04,Cinergy Field,,2000,MLB,,,,8,14,1
Minnesota Twins,Baltimore Orioles,2,3,1.95,1.95,2000-09-04,Hubert H. Humphrey Metrodome,,2000,MLB,,,,5,19,1
Chicago White Sox,Texas Rangers,4,5,1.95,1.95,2000-09-04,Comiskey Park,,2000,MLB,,,,9,24,1
St. Louis Cardinals,Montreal Expos,4,2,1.95,1.95,2000-09-04,Busch Stadium I,,2000,MLB,,,,6,15,0
Colorado Rockies,Chicago Cubs,6,2,1.95,1.95,2000-09-04,Coors Field,,2000,MLB,,,,8,20,0
Houston Astros,Florida Marlins,2,5,1.95,1.95,2000-09-04,Enron Field,,2000,MLB,,,,7,16,2
San Francisco Giants,Philadelphia Phillies,3,0,1.95,1.95,2000-09-04,PacBell Park,,2000,MLB,,,,3,9,0
Detroit Tigers,Anaheim Angels,5,0,1.95,1.95,2000-09-04,Comerica Park,,2000,MLB,,,,5,16,2
Kansas City Royals,New York Yankees,3,4,1.95,1.95,2000-09-05,Kauffman Stadium,,2000,MLB,,,,7,20,1
Los Angeles Dodgers,Pittsburgh Pirates,1,12,1.95,1.95,2000-09-05,Dodger Stadium,,2000,MLB,,,,13,23,1
San Diego Padres,Milwaukee Brewers,4,3,1.95,1.95,2000-09-05,Qualcomm Stadium,,2000,MLB,,,,7,12,2
