HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Date,League
Ipswich,Tottenham,1,4,A,4.1,3.6,1.9,2025-02-22,premier_league
Southampton,Brighton,0,4,A,6.0,4.1,1.55,2025-02-22,premier_league
Aston Villa,Chelsea,2,1,H,2.63,3.4,2.6,2025-02-22,premier_league
Derby,Millwall,0,1,A,2.5,2.9,3.25,2025-02-22,championship
Plymouth,Cardiff,1,1,D,2.63,3.5,2.5,2025-02-22,championship
Sunderland,Hull,0,1,A,1.62,3.8,5.5,2025-02-22,championship
Coventry,Preston,2,1,H,1.75,3.6,4.75,2025-02-22,championship
Norwich,Stoke,4,2,H,1.65,4.0,5.0,2025-02-22,championship
Portsmouth,QPR,2,1,H,2.45,3.25,2.9,2025-02-22,championship
Swansea,Blackburn,3,0,H,2.5,3.3,2.75,2025-02-22,championship
West Brom,Oxford,2,0,H,1.7,3.6,5.25,2025-02-22,championship
Alaves,Espanol,0,1,A,1.8,3.25,5.25,2025-02-22,la_liga
Vallecano,Villarreal,0,1,A,2.88,3.5,2.38,2025-02-22,la_liga
Valencia,Ath Madrid,0,3,A,4.2,3.4,1.91,2025-02-22,la_liga
Las Palmas,Barcelona,0,2,A,8.5,7.0,1.25,2025-02-22,la_liga
Holstein Kiel,Leverkusen,0,2,A,11.0,6.0,1.25,2025-02-22,bundesliga
Mainz,St Pauli,2,0,H,1.8,3.5,4.75,2025-02-22,bundesliga
M'gladbach,Augsburg,0,3,A,1.85,3.75,4.0,2025-02-22,bundesliga
Wolfsburg,Bochum,1,1,D,1.53,4.2,6.0,2025-02-22,bundesliga
Dortmund,Union Berlin,6,0,H,1.53,4.5,5.5,2025-02-22,bundesliga
Parma,Bologna,2,0,H,4.0,3.5,1.91,2025-02-22,serie_a
Venezia,Lazio,0,0,D,5.0,4.0,1.67,2025-02-22,serie_a
Torino,Milan,2,1,H,3.9,3.3,2.0,2025-02-22,serie_a
Inter,Genoa,1,0,H,1.27,5.25,13.0,2025-02-22,serie_a
Lille,Monaco,2,1,H,2.15,3.7,3.1,2025-02-22,ligue_1
St Etienne,Angers,3,3,D,2.4,3.3,3.0,2025-02-22,ligue_1
Auxerre,Marseille,3,0,H,5.5,4.33,1.55,2025-02-22,ligue_1
Feyenoord,Almere City,2,1,H,1.22,6.5,13.0,2025-02-22,eredivisie
Dender,Beerschot VA,0,0,D,1.83,3.5,4.33,2025-02-22,pro_league
Westerlo,Charleroi,1,3,A,2.3,3.5,2.8,2025-02-22,pro_league
Antwerp,Oud-Heverlee Leuven,2,2,D,1.85,3.4,4.0,2025-02-22,pro_league
Casa Pia,Gil Vicente,1,0,H,2.2,3.1,3.5,2025-02-22,primeira_liga
Benfica,Boavista,3,0,H,1.11,9.0,19.0,2025-02-22,primeira_liga
Estoril,Rio Ave,2,1,H,2.05,3.4,3.6,2025-02-22,primeira_liga
Sivasspor,Konyaspor,1,1,D,2.7,3.1,2.7,2025-02-22,super_lig
Antalyaspor,Kasimpasa,2,1,H,2.35,3.6,2.8,2025-02-22,super_lig
Samsunspor,Rizespor,2,3,A,2.05,3.4,3.6,2025-02-22,super_lig
Leicester,Brentford,0,4,A,3.6,3.8,1.91,2025-02-21,premier_league
Bristol City,Middlesbrough,2,1,H,2.3,3.4,3.0,2025-02-21,championship
Burnley,Sheffield Weds,4,0,H,1.77,3.25,5.0,2025-02-21,championship
Celta,Osasuna,1,0,H,1.67,3.75,5.25,2025-02-21,la_liga
Freiburg,Werder Bremen,5,0,H,2.0,3.5,3.75,2025-02-21,bundesliga
Lecce,Udinese,0,1,A,3.0,3.0,2.6,2025-02-21,serie_a
Rennes,Reims,1,0,H,2.15,3.4,3.4,2025-02-21,ligue_1
Mechelen,St Truiden,1,1,D,1.8,3.8,4.1,2025-02-21,pro_league
Sp Braga,Nacional,1,0,H,1.57,3.8,6.0,2025-02-21,primeira_liga
Bodrumspor,Hatayspor,1,0,H,1.67,3.7,5.25,2025-02-21,super_lig
Eyupspor,Besiktas,1,3,A,3.2,3.4,2.2,2025-02-21,super_lig
Aston Villa,Liverpool,2,2,D,3.9,4.0,1.83,2025-02-19,premier_league
Luton,Plymouth,1,1,D,1.73,3.6,4.75,2025-02-19,championship
Preston,Millwall,1,1,D,2.4,2.88,3.3,2025-02-18,championship
Leeds,Sunderland,2,1,H,1.53,4.0,6.0,2025-02-17,championship
Barcelona,Vallecano,1,0,H,1.22,7.0,11.0,2025-02-17,la_liga
Genoa,Venezia,2,0,H,1.85,3.4,4.5,2025-02-17,serie_a
Gil Vicente,Famalicao,0,2,A,2.5,3.0,3.0,2025-02-17,primeira_liga
Rizespor,Galatasaray,1,2,A,4.5,4.33,1.62,2025-02-17,super_lig
Liverpool,Wolves,2,1,H,1.15,8.0,12.0,2025-02-16,premier_league
Tottenham,Man United,1,0,H,2.45,3.75,2.62,2025-02-16,premier_league
Espanol,Ath Bilbao,1,1,D,5.5,3.4,1.73,2025-02-16,la_liga
Valladolid,Sevilla,0,4,A,4.0,3.4,1.95,2025-02-16,la_liga
Mallorca,Las Palmas,3,1,H,1.73,3.5,5.25,2025-02-16,la_liga
Betis,Sociedad,3,0,H,2.55,3.1,2.9,2025-02-16,la_liga
Werder Bremen,Hoffenheim,1,3,A,1.85,3.8,3.9,2025-02-16,bundesliga
Ein Frankfurt,Holstein Kiel,3,1,H,1.33,5.75,7.5,2025-02-16,bundesliga
Heidenheim,Mainz,0,2,A,3.6,3.5,2.05,2025-02-16,bundesliga
Fiorentina,Como,0,2,A,2.0,3.5,3.75,2025-02-16,serie_a
Monza,Lecce,0,0,D,2.7,3.2,2.7,2025-02-16,serie_a
Udinese,Empoli,3,0,H,1.8,3.5,4.75,2025-02-16,serie_a
Parma,Roma,0,1,A,3.6,3.5,2.05,2025-02-16,serie_a
Juventus,Inter,1,0,H,3.4,3.2,2.25,2025-02-16,serie_a
Montpellier,Lyon,1,4,A,4.75,4.5,1.58,2025-02-16,ligue_1
Le Havre,Nice,1,3,A,5.0,4.0,1.62,2025-02-16,ligue_1
Lens,Strasbourg,0,2,A,1.72,3.8,4.75,2025-02-16,ligue_1
Reims,Angers,0,1,A,2.0,3.4,3.9,2025-02-16,ligue_1
Rennes,Lille,0,2,A,2.7,3.25,2.7,2025-02-16,ligue_1
Nijmegen,Almere City,2,2,D,1.5,4.0,7.0,2025-02-16,eredivisie
Twente,Waalwijk,2,0,H,1.36,5.5,7.0,2025-02-16,eredivisie
Zwolle,Heerenveen,1,1,D,2.25,3.5,3.1,2025-02-16,eredivisie
Ajax,Heracles,4,0,H,1.22,7.0,11.0,2025-02-16,eredivisie
Gent,Beerschot VA,3,2,H,1.39,4.75,7.0,2025-02-16,pro_league
St. Gilloise,Mechelen,0,1,A,1.52,4.33,5.25,2025-02-16,pro_league
Charleroi,Anderlecht,0,1,A,2.55,3.4,2.62,2025-02-16,pro_league
Cercle Brugge,Westerlo,1,1,D,2.25,3.5,3.1,2025-02-16,pro_league
Rio Ave,AVS,1,1,D,2.1,3.3,3.5,2025-02-16,primeira_liga
Farense,Porto,0,1,A,7.0,4.75,1.4,2025-02-16,primeira_liga
Guimaraes,Sp Braga,0,0,D,2.55,3.25,2.75,2025-02-16,primeira_liga
Hatayspor,Alanyaspor,1,0,H,2.8,3.6,2.3,2025-02-16,super_lig
Eyupspor,Kayserispor,1,1,D,1.85,3.4,4.0,2025-02-16,super_lig
Konyaspor,Samsunspor,0,1,A,2.5,3.2,2.75,2025-02-16,super_lig
Fenerbahce,Kasimpasa,3,1,H,1.27,6.25,9.0,2025-02-16,super_lig
Leicester,Arsenal,0,2,A,8.5,5.0,1.33,2025-02-15,premier_league
Aston Villa,Ipswich,1,1,D,1.4,4.75,7.0,2025-02-15,premier_league
Fulham,Nott'm Forest,2,1,H,2.2,3.4,3.3,2025-02-15,premier_league
Man City,Newcastle,4,0,H,1.95,4.2,3.3,2025-02-15,premier_league
Southampton,Bournemouth,1,3,A,6.0,4.5,1.5,2025-02-15,premier_league
West Ham,Brentford,0,1,A,2.35,3.6,2.88,2025-02-15,premier_league
Crystal Palace,Everton,1,2,A,1.8,3.4,5.0,2025-02-15,premier_league
Cardiff,Bristol City,1,1,D,2.8,3.25,2.55,2025-02-15,championship
Oxford,Portsmouth,0,2,A,2.35,3.2,3.1,2025-02-15,championship
Preston,Burnley,0,0,D,3.75,3.25,2.05,2025-02-15,championship
Blackburn,Plymouth,2,0,H,1.67,3.8,5.0,2025-02-15,championship
Hull,Norwich,1,1,D,2.63,3.25,2.63,2025-02-15,championship
Luton,Sheffield United,0,1,A,3.2,3.5,2.15,2025-02-15,championship
Middlesbrough,Watford,0,1,A,1.6,3.9,5.5,2025-02-15,championship
Millwall,West Brom,1,1,D,2.63,3.2,2.75,2025-02-15,championship
Sheffield Weds,Coventry,1,2,A,2.45,3.4,2.75,2025-02-15,championship
Stoke,Swansea,3,1,H,2.45,3.4,2.88,2025-02-15,championship
Leganes,Alaves,3,3,D,3.1,2.9,2.6,2025-02-15,la_liga
Osasuna,Real Madrid,1,1,D,5.75,4.1,1.57,2025-02-15,la_liga
Ath Madrid,Celta,1,1,D,1.39,4.5,8.0,2025-02-15,la_liga
Villarreal,Valencia,1,1,D,1.5,4.5,5.5,2025-02-15,la_liga
Bochum,Dortmund,2,0,H,5.0,3.9,1.67,2025-02-15,bundesliga
St Pauli,Freiburg,0,1,A,2.5,3.25,2.88,2025-02-15,bundesliga
Stuttgart,Wolfsburg,1,2,A,1.73,4.2,4.2,2025-02-15,bundesliga
Union Berlin,M'gladbach,1,2,A,2.2,3.5,3.1,2025-02-15,bundesliga
Leverkusen,Bayern Munich,0,0,D,2.9,3.7,2.25,2025-02-15,bundesliga
Atalanta,Cagliari,0,0,D,1.44,4.75,6.5,2025-02-15,serie_a
Lazio,Napoli,2,2,D,2.63,3.2,2.8,2025-02-15,serie_a
Milan,Verona,1,0,H,1.33,4.75,9.5,2025-02-15,serie_a
Marseille,St Etienne,5,1,H,1.25,6.5,9.5,2025-02-15,ligue_1
Monaco,Nantes,7,1,H,1.55,4.2,6.0,2025-02-15,ligue_1
Toulouse,Paris SG,0,1,A,5.75,4.75,1.5,2025-02-15,ligue_1
PSV Eindhoven,Utrecht,2,2,D,1.36,5.5,7.0,2025-02-15,eredivisie
NAC Breda,Feyenoord,0,0,D,4.33,4.75,1.6,2025-02-15,eredivisie
Willem II,Groningen,1,3,A,2.5,3.1,3.0,2025-02-15,eredivisie
Oud-Heverlee Leuven,Dender,3,2,H,2.1,3.2,3.7,2025-02-15,pro_league
Antwerp,Kortrijk,2,1,H,1.67,4.2,4.5,2025-02-15,pro_league
St Truiden,Club Brugge,2,2,D,4.5,4.2,1.67,2025-02-15,pro_league
Moreirense,Casa Pia,3,2,H,2.35,3.0,3.3,2025-02-15,primeira_liga
Nacional,Estoril,2,2,D,2.25,3.2,3.3,2025-02-15,primeira_liga
Santa Clara,Benfica,0,1,A,5.0,3.8,1.67,2025-02-15,primeira_liga
Sp Lisbon,Arouca,2,2,D,1.25,5.5,12.0,2025-02-15,primeira_liga
Gaziantep,Sivasspor,2,1,H,2.05,3.4,3.4,2025-02-15,super_lig
Buyuksehyr,Bodrumspor,0,1,A,1.72,3.4,5.0,2025-02-15,super_lig
Besiktas,Trabzonspor,2,1,H,1.77,3.75,4.2,2025-02-15,super_lig
Brighton,Chelsea,3,0,H,2.7,3.6,2.45,2025-02-14,premier_league
QPR,Derby,4,0,H,2.05,3.2,4.0,2025-02-14,championship
Girona,Getafe,1,2,A,1.95,3.25,4.33,2025-02-14,la_liga
Augsburg,RB Leipzig,0,0,D,2.9,3.3,2.4,2025-02-14,bundesliga
Bologna,Torino,3,2,H,1.8,3.4,5.0,2025-02-14,serie_a
Brest,Auxerre,2,2,D,2.25,3.3,3.3,2025-02-14,ligue_1
Go Ahead Eagles,Sparta Rotterdam,1,0,H,2.1,3.75,3.25,2025-02-14,eredivisie
Standard,Genk,1,2,A,4.5,3.75,1.75,2025-02-14,pro_league
Boavista,Estrela,0,1,A,2.45,3.0,3.1,2025-02-14,primeira_liga
Ad. Demirspor,Antalyaspor,1,1,D,4.2,3.7,1.8,2025-02-14,super_lig
Everton,Liverpool,2,2,D,7.5,4.5,1.44,2025-02-12,premier_league
Bristol City,Stoke,2,0,H,1.73,3.7,5.0,2025-02-12,championship
Burnley,Hull,2,0,H,1.67,3.5,5.5,2025-02-12,championship
Plymouth,Millwall,5,1,H,3.4,3.1,2.2,2025-02-12,championship
Sunderland,Luton,2,0,H,1.67,3.8,5.0,2025-02-12,championship
Swansea,Sheffield Weds,0,1,A,2.55,3.4,2.7,2025-02-12,championship
Sheffield United,Middlesbrough,3,1,H,2.25,3.4,3.1,2025-02-12,championship
West Brom,Blackburn,0,2,A,1.83,3.4,4.33,2025-02-12,championship
Coventry,QPR,1,0,H,1.85,3.4,4.33,2025-02-11,championship
Derby,Oxford,0,0,D,2.2,3.0,3.6,2025-02-11,championship
Portsmouth,Cardiff,2,1,H,2.25,3.3,3.2,2025-02-11,championship
Watford,Leeds,0,4,A,10.0,4.75,1.33,2025-02-11,championship
Norwich,Preston,0,1,A,1.75,3.5,4.75,2025-02-11,championship
Mallorca,Osasuna,1,1,D,2.0,3.0,4.33,2025-02-10,la_liga
Inter,Fiorentina,2,1,H,1.48,4.75,6.5,2025-02-10,serie_a
Arouca,Rio Ave,1,1,D,1.91,3.25,4.2,2025-02-10,primeira_liga
Bodrumspor,Goztep,0,0,D,3.1,3.1,2.15,2025-02-10,super_lig
Trabzonspor,Eyupspor,1,0,H,1.7,3.6,4.2,2025-02-10,super_lig
Bristol City,Swansea,0,1,A,1.85,3.5,4.1,2025-02-09,championship
Alaves,Getafe,0,1,A,2.3,2.9,3.6,2025-02-09,la_liga
Valencia,Leganes,2,0,H,1.73,3.4,5.5,2025-02-09,la_liga
Sociedad,Espanol,2,1,H,1.6,3.9,5.75,2025-02-09,la_liga
Sevilla,Barcelona,1,4,A,5.25,4.5,1.55,2025-02-09,la_liga
Holstein Kiel,Bochum,2,2,D,2.25,3.5,3.0,2025-02-09,bundesliga
RB Leipzig,St Pauli,2,0,H,1.57,4.2,5.25,2025-02-09,bundesliga
Venezia,Roma,0,1,A,5.0,3.7,1.73,2025-02-09,serie_a
Cagliari,Parma,2,1,H,1.85,3.6,4.1,2025-02-09,serie_a
Lazio,Monza,5,1,H,1.38,4.75,8.5,2025-02-09,serie_a
Lecce,Bologna,0,0,D,4.2,3.5,1.91,2025-02-09,serie_a
Napoli,Udinese,1,1,D,1.44,4.5,7.5,2025-02-09,serie_a
Lyon,Reims,4,0,H,1.53,4.5,5.75,2025-02-09,ligue_1
Auxerre,Toulouse,2,2,D,3.0,3.4,2.35,2025-02-09,ligue_1
Strasbourg,Montpellier,2,0,H,1.75,4.1,4.1,2025-02-09,ligue_1
Angers,Marseille,0,2,A,5.5,4.0,1.62,2025-02-09,ligue_1
Utrecht,Almere City,0,1,A,1.38,5.0,7.5,2025-02-09,eredivisie
For Sittard,Ajax,0,2,A,6.0,4.5,1.5,2025-02-09,eredivisie
Waalwijk,NAC Breda,5,0,H,2.6,3.5,2.6,2025-02-09,eredivisie
AZ Alkmaar,Zwolle,2,0,H,1.4,5.0,7.5,2025-02-09,eredivisie
Heerenveen,Twente,3,3,D,3.8,3.8,1.91,2025-02-09,eredivisie
Anderlecht,Antwerp,2,0,H,2.15,3.3,3.4,2025-02-09,pro_league
Kortrijk,St. Gilloise,1,2,A,5.75,4.33,1.5,2025-02-09,pro_league
Westerlo,Standard,4,2,H,1.7,3.9,4.5,2025-02-09,pro_league
Beerschot VA,Charleroi,1,1,D,4.5,3.5,1.8,2025-02-09,pro_league
Estoril,Boavista,2,1,H,1.55,3.9,6.5,2025-02-09,primeira_liga
Farense,Nacional,0,2,A,2.3,3.2,3.1,2025-02-09,primeira_liga
Sp Braga,Gil Vicente,2,0,H,1.55,4.2,5.5,2025-02-09,primeira_liga
Casa Pia,Estrela,1,0,H,1.8,3.4,4.5,2025-02-09,primeira_liga
Kasimpasa,Rizespor,3,2,H,2.0,3.5,3.25,2025-02-09,super_lig
Alanyaspor,Fenerbahce,0,2,A,5.25,4.2,1.5,2025-02-09,super_lig
Antalyaspor,Buyuksehyr,0,0,D,2.88,3.5,2.2,2025-02-09,super_lig
Galatasaray,Ad. Demirspor,3,0,H,1.08,10.0,21.0,2025-02-09,super_lig
Sunderland,Watford,2,2,D,1.5,4.33,5.75,2025-02-08,championship
West Brom,Sheffield Weds,2,1,H,2.15,3.5,3.3,2025-02-08,championship
Norwich,Derby,1,1,D,1.7,3.9,4.75,2025-02-08,championship
Sheffield United,Portsmouth,2,1,H,1.5,4.5,5.75,2025-02-08,championship
Celta,Betis,3,2,H,2.25,3.4,3.2,2025-02-08,la_liga
Ath Bilbao,Girona,3,0,H,1.65,4.0,5.0,2025-02-08,la_liga
Las Palmas,Villarreal,1,2,A,4.75,3.9,1.7,2025-02-08,la_liga
Real Madrid,Ath Madrid,1,1,D,1.85,3.6,4.2,2025-02-08,la_liga
Dortmund,Stuttgart,1,2,A,1.85,3.8,3.9,2025-02-08,bundesliga
Freiburg,Heidenheim,1,0,H,1.7,3.75,4.75,2025-02-08,bundesliga
Hoffenheim,Union Berlin,0,4,A,2.2,3.5,3.2,2025-02-08,bundesliga
Mainz,Augsburg,0,0,D,1.75,3.5,5.0,2025-02-08,bundesliga
Wolfsburg,Leverkusen,0,0,D,4.33,3.6,1.8,2025-02-08,bundesliga
M'gladbach,Ein Frankfurt,1,1,D,2.63,3.5,2.55,2025-02-08,bundesliga
Verona,Atalanta,0,5,A,6.25,4.1,1.53,2025-02-08,serie_a
Empoli,Milan,0,2,A,5.5,3.8,1.65,2025-02-08,serie_a
Torino,Genoa,1,1,D,2.2,3.1,3.6,2025-02-08,serie_a
Nice,Lens,2,0,H,2.35,3.3,3.1,2025-02-08,ligue_1
Lille,Le Havre,1,2,A,1.36,5.5,8.0,2025-02-08,ligue_1
St Etienne,Rennes,0,2,A,3.3,3.4,2.15,2025-02-08,ligue_1
Heracles,Go Ahead Eagles,4,2,H,3.3,3.75,2.05,2025-02-08,eredivisie
PSV Eindhoven,Willem II,1,1,D,1.11,9.0,19.0,2025-02-08,eredivisie
Groningen,Nijmegen,2,1,H,3.1,3.25,2.38,2025-02-08,eredivisie
Feyenoord,Sparta Rotterdam,3,0,H,1.4,5.0,7.0,2025-02-08,eredivisie
Club Brugge,Oud-Heverlee Leuven,1,0,H,1.33,5.0,9.0,2025-02-08,pro_league
Dender,St Truiden,2,1,H,2.7,3.4,2.5,2025-02-08,pro_league
Genk,Cercle Brugge,2,1,H,1.6,4.2,4.75,2025-02-08,pro_league
AVS,Santa Clara,1,2,A,4.2,3.2,1.95,2025-02-08,primeira_liga
Benfica,Moreirense,3,2,H,1.18,7.0,13.0,2025-02-08,primeira_liga
Famalicao,Guimaraes,0,0,D,3.1,3.0,2.4,2025-02-08,primeira_liga
Kayserispor,Konyaspor,3,2,H,2.4,3.4,2.8,2025-02-08,super_lig
Sivasspor,Besiktas,0,2,A,3.6,3.6,1.95,2025-02-08,super_lig
Vallecano,Valladolid,1,0,H,1.5,4.1,7.0,2025-02-07,la_liga
Bayern Munich,Werder Bremen,3,0,H,1.1,11.0,17.0,2025-02-07,bundesliga
Como,Juventus,1,2,A,3.7,3.4,2.05,2025-02-07,serie_a
Nantes,Brest,0,2,A,2.45,3.1,3.1,2025-02-07,ligue_1
Paris SG,Monaco,4,1,H,1.38,5.5,6.5,2025-02-07,ligue_1
Mechelen,Gent,3,3,D,2.25,3.5,3.0,2025-02-07,pro_league
Porto,Sp Lisbon,1,1,D,2.8,3.1,2.55,2025-02-07,primeira_liga
Samsunspor,Hatayspor,2,0,H,1.48,4.5,6.0,2025-02-07,super_lig
Fiorentina,Inter,3,0,H,3.6,3.5,2.05,2025-02-06,serie_a
Coventry,Leeds,0,2,A,4.0,3.6,1.85,2025-02-05,championship
Burnley,Oxford,1,0,H,1.48,3.8,7.5,2025-02-04,championship
QPR,Blackburn,2,1,H,2.63,3.1,2.8,2025-02-04,championship
Chelsea,West Ham,2,1,H,1.36,4.75,8.0,2025-02-03,premier_league
Middlesbrough,Sunderland,2,3,A,2.35,3.4,3.0,2025-02-03,championship
Girona,Las Palmas,2,1,H,1.6,4.2,5.0,2025-02-03,la_liga
Cagliari,Lazio,1,2,A,3.9,3.4,2.0,2025-02-03,serie_a
Moreirense,Sp Braga,1,2,A,4.2,3.5,1.9,2025-02-03,primeira_liga
Rio Ave,Porto,2,2,D,7.0,4.5,1.42,2025-02-03,primeira_liga
Gaziantep,Galatasaray,0,1,A,6.5,4.5,1.4,2025-02-03,super_lig
Brentford,Tottenham,0,2,A,2.1,3.9,3.2,2025-02-02,premier_league
Man United,Crystal Palace,0,2,A,2.0,3.5,3.8,2025-02-02,premier_league
Arsenal,Man City,5,1,H,1.95,3.5,4.0,2025-02-02,premier_league
Barcelona,Alaves,1,0,H,1.2,7.5,13.0,2025-02-02,la_liga
Valencia,Celta,2,1,H,2.3,3.1,3.25,2025-02-02,la_liga
Osasuna,Sociedad,2,1,H,3.0,3.0,2.55,2025-02-02,la_liga
Betis,Ath Bilbao,2,2,D,2.9,3.3,2.45,2025-02-02,la_liga
Ein Frankfurt,Wolfsburg,1,1,D,1.95,3.8,3.6,2025-02-02,bundesliga
Leverkusen,Hoffenheim,3,1,H,1.25,7.0,9.5,2025-02-02,bundesliga
Juventus,Empoli,4,1,H,1.36,4.75,9.0,2025-02-02,serie_a
Fiorentina,Genoa,2,1,H,1.65,3.9,5.25,2025-02-02,serie_a
Milan,Inter,1,1,D,4.0,3.5,1.91,2025-02-02,serie_a
Roma,Napoli,1,1,D,3.1,3.2,2.38,2025-02-02,serie_a
Toulouse,Nice,1,1,D,2.5,3.4,2.75,2025-02-02,ligue_1
Angers,Le Havre,1,1,D,1.95,3.4,3.9,2025-02-02,ligue_1
Reims,Nantes,1,2,A,2.15,3.4,3.4,2025-02-02,ligue_1
Rennes,Strasbourg,1,0,H,2.05,3.5,3.6,2025-02-02,ligue_1
Marseille,Lyon,3,2,H,2.0,3.9,3.3,2025-02-02,ligue_1
Almere City,Waalwijk,1,4,A,2.2,3.5,3.25,2025-02-02,eredivisie
Ajax,Feyenoord,2,1,H,2.2,3.6,3.0,2025-02-02,eredivisie
Go Ahead Eagles,Twente,2,2,D,2.55,3.6,2.55,2025-02-02,eredivisie
Sparta Rotterdam,Groningen,1,0,H,1.8,3.6,4.75,2025-02-02,eredivisie
Willem II,AZ Alkmaar,0,2,A,5.0,3.5,1.73,2025-02-02,eredivisie
Antwerp,Club Brugge,2,1,H,4.75,3.6,1.73,2025-02-02,pro_league
St. Gilloise,St Truiden,2,1,H,1.44,4.33,7.0,2025-02-02,pro_league
Gent,Anderlecht,1,0,H,2.3,3.4,2.88,2025-02-02,pro_league
Kortrijk,Westerlo,1,2,A,3.1,3.4,2.2,2025-02-02,pro_league
Sp Lisbon,Farense,3,1,H,1.14,8.0,17.0,2025-02-02,primeira_liga
Estrela,Benfica,2,3,A,9.0,5.75,1.29,2025-02-02,primeira_liga
Ad. Demirspor,Kasimpasa,3,5,A,3.9,3.8,1.75,2025-02-02,super_lig
Goztep,Alanyaspor,0,1,A,1.7,3.5,4.33,2025-02-02,super_lig
Fenerbahce,Rizespor,3,2,H,1.36,4.75,8.5,2025-02-02,super_lig
Nott'm Forest,Brighton,7,0,H,2.38,3.5,2.8,2025-02-01,premier_league
Bournemouth,Liverpool,0,2,A,4.5,4.33,1.67,2025-02-01,premier_league
Everton,Leicester,4,0,H,1.75,3.75,4.5,2025-02-01,premier_league
Ipswich,Southampton,1,2,A,1.95,3.6,3.8,2025-02-01,premier_league
Newcastle,Fulham,1,2,A,1.7,4.0,4.75,2025-02-01,premier_league
Wolves,Aston Villa,2,0,H,3.3,3.6,2.1,2025-02-01,premier_league
Oxford,Bristol City,1,1,D,3.1,3.3,2.25,2025-02-01,championship
Plymouth,West Brom,2,1,H,5.0,3.75,1.67,2025-02-01,championship
Watford,Norwich,0,1,A,2.63,3.3,2.63,2025-02-01,championship
Derby,Sheffield United,0,1,A,3.6,3.1,2.15,2025-02-01,championship
Hull,Stoke,1,2,A,1.91,3.4,4.0,2025-02-01,championship
Leeds,Cardiff,7,0,H,1.29,5.5,9.0,2025-02-01,championship
Millwall,QPR,2,1,H,2.2,3.1,3.5,2025-02-01,championship
Portsmouth,Burnley,0,0,D,5.0,3.4,1.75,2025-02-01,championship
Sheffield Weds,Luton,1,1,D,2.1,3.25,3.7,2025-02-01,championship
Swansea,Coventry,0,2,A,2.55,3.4,2.7,2025-02-01,championship
Getafe,Sevilla,0,0,D,2.45,2.9,3.25,2025-02-01,la_liga
Villarreal,Valladolid,5,1,H,1.22,7.0,10.0,2025-02-01,la_liga
Ath Madrid,Mallorca,2,0,H,1.4,4.33,8.5,2025-02-01,la_liga
Espanol,Real Madrid,1,0,H,9.0,5.75,1.3,2025-02-01,la_liga
Bayern Munich,Holstein Kiel,4,3,H,1.05,17.0,26.0,2025-02-01,bundesliga
Bochum,Freiburg,0,1,A,2.8,3.4,2.5,2025-02-01,bundesliga
Heidenheim,Dortmund,1,2,A,4.33,3.9,1.75,2025-02-01,bundesliga
St Pauli,Augsburg,1,1,D,2.35,3.3,3.1,2025-02-01,bundesliga
Stuttgart,M'gladbach,1,2,A,1.57,4.5,5.0,2025-02-01,bundesliga
Union Berlin,RB Leipzig,0,0,D,3.1,3.5,2.25,2025-02-01,bundesliga
Monza,Verona,0,1,A,2.3,3.0,3.5,2025-02-01,serie_a
Udinese,Venezia,3,2,H,1.83,3.4,4.5,2025-02-01,serie_a
Atalanta,Torino,1,1,D,1.42,4.5,7.5,2025-02-01,serie_a
Bologna,Como,2,0,H,1.9,3.5,4.2,2025-02-01,serie_a
Brest,Paris SG,2,5,A,6.25,5.0,1.44,2025-02-01,ligue_1
Monaco,Auxerre,4,2,H,1.33,5.5,8.5,2025-02-01,ligue_1
Lille,St Etienne,4,1,H,1.4,4.5,8.0,2025-02-01,ligue_1
Zwolle,Utrecht,3,3,D,3.1,3.5,2.25,2025-02-01,eredivisie
Heerenveen,For Sittard,2,2,D,1.95,3.5,3.9,2025-02-01,eredivisie
Nijmegen,PSV Eindhoven,3,3,D,5.75,5.0,1.48,2025-02-01,eredivisie
Charleroi,Dender,5,0,H,1.73,3.8,4.5,2025-02-01,pro_league
Cercle Brugge,Standard,1,1,D,1.83,3.4,4.33,2025-02-01,pro_league
Genk,Beerschot VA,1,0,H,1.25,5.5,10.0,2025-02-01,pro_league
Nacional,Arouca,1,2,A,2.5,3.2,2.88,2025-02-01,primeira_liga
Santa Clara,Casa Pia,2,1,H,2.1,3.1,3.8,2025-02-01,primeira_liga
Gil Vicente,Estoril,1,2,A,2.15,3.25,3.4,2025-02-01,primeira_liga
Guimaraes,AVS,2,0,H,1.36,5.25,7.0,2025-02-01,primeira_liga
Hatayspor,Antalyaspor,2,3,A,2.2,3.3,3.0,2025-02-01,super_lig
Kayserispor,Trabzonspor,0,0,D,3.75,3.5,1.83,2025-02-01,super_lig
Buyuksehyr,Samsunspor,4,0,H,2.15,3.3,3.25,2025-02-01,super_lig
Blackburn,Preston,2,1,H,2.2,3.1,3.6,2025-01-31,championship
Leganes,Vallecano,0,1,A,3.3,3.0,2.38,2025-01-31,la_liga
Werder Bremen,Mainz,1,0,H,2.25,3.3,3.2,2025-01-31,bundesliga
Parma,Lecce,1,3,A,2.15,3.4,3.5,2025-01-31,serie_a
Montpellier,Lens,0,2,A,4.33,3.7,1.83,2025-01-31,ligue_1
NAC Breda,Heracles,1,1,D,1.83,3.5,4.33,2025-01-31,eredivisie
